"D36TFL5","D36TFL12","D36TFL18","currstat","PWTYCRD","AGE","ACCOMP","B14CODE","B15CODE","B17CODE","AGE_ENT","D12WG1","D12WG2","D12WG3","D12WG4","BLWAGE","C09WEEKS","AYUDAPUB","CROP","D50MTCOD","D51MTCOD","D38BFMT","Birth_State","AGEFRSTFW","ChildOtherIndg","ChildOtherNOIndg","AdultOtherIndg","AdultOtherNOIndg","CROWDED1","CROWDED2","ABWEEKS","EMPLOYED","D04","D05","D06","D07","D08","D13","D20","D21A","D21B","D21C","D21D","D21F","D22","D23","D26","D27","D28","D29A","D29B","D29C","D29D","D29E","D29F","D33A","D35","D37","D38","D39A","E04","E02","A05","A07","A10","A09","B03A","B03B","B03D","B03E","B03F","B03J","B07","B08","B01","A08","B10","B11","B12","B16","B17","B18","D02","D03","D01","D11","D21E","D24","D36A1","D36A11","D36A12","D37A","D38A","E01","A15","A15A","A15B","A15C","A16A","A16B","A16C","A17A","A17B","A17C","A18A","A18B","A18C","B02","B03C","B03G","B03H","B03I","B04A","B04D","B04F","B04J","B04K","B04L","B04N","B13","A11","C10","D61","D62","D63","D50","D52","D30","D36A13","D36A14","A20A","A20B","A20C","A21a","A21b","A21cX","A22cx","A23a1","A23a2","A23a3","A23a4","A23a5","A23a6","A23b1","A23b2","A23b3","A23b4","A23b5","A23b6","A23c1","A23c2","A23c3","A23c4","A23c5","A23c6","D34a","A21c2","A23a7","A24a","A24b","B20a","B20b","B20c","B20d","B20e","B20f","B20z","B21a","B21b","B21c","B21d","B21e","B21f","B21z","B22b","B22c","B22d","B22e","B22f","B22z","B23b","B23c","B23d","B23e","B23f","B23z","B24","B26a","B26b","B27a","B27b","D54a","D54b","D54c","D54f","D21G","A08month","C12Border","FY","ANYNMS","FWID"
NA,NA,NA,2,0.483788396137254,48,1,NA,NA,TRUE,18,7.5,NA,NA,NA,0,0.571428571428571,1,2,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,52,650,780,3,104,NA,7,NA,NA,NA,NA,NA,1,7,1,1,FALSE,NA,NA,NA,NA,NA,NA,11,TRUE,8,2,3,TRUE,TRUE,2,3,3,6,0,0,0,0,0,0,1,1,2,1984,1984,6,TRUE,TRUE,TRUE,TRUE,40,600,TRUE,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,1,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,2014,FALSE,20141914
NA,NA,NA,2,0.0984377765982222,47,0,NA,NA,TRUE,17,9,NA,NA,NA,0,NA,0,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,45,355,405,2,45,NA,0,NA,NA,NA,NA,NA,1,1,1,2,TRUE,0,0,0,1,FALSE,FALSE,12,TRUE,8,1,3,TRUE,TRUE,1,3,3,9,0,0,0,0,0,0,1,1,2,1984,1984,31,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,2014,FALSE,20141915
NA,NA,NA,4,0.935868838164824,30,0,NA,NA,TRUE,20,8,NA,NA,NA,0,3.14285714285714,1,2,FALSE,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,45,325,360,2,40,NA,0,NA,NA,NA,NA,NA,1,0,0,9,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,2,NA,3,TRUE,TRUE,1,3,3,6,0,0,0,0,0,0,1,1,2,2004,2004,11,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,1,NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,2014,FALSE,20141916
NA,NA,NA,4,0.377483107859763,32,1,NA,NA,TRUE,19,9,NA,NA,NA,0,0.571428571428571,1,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,48,390,432,2,48,NA,0,NA,NA,NA,NA,NA,1,1,0,4,TRUE,0,0,0,1,FALSE,FALSE,12,TRUE,1,NA,6,FALSE,TRUE,2,3,3,6,0,0,0,0,0,0,1,1,2,2001,2001,9,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,FALSE,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,FALSE,20141917
NA,NA,NA,2,0.195581798516054,46,1,NA,NA,TRUE,37,8.13000011444092,NA,NA,NA,0,9,1,2,TRUE,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,1,18,267,362,3,44,NA,0,NA,NA,NA,NA,NA,1,1,0,3,FALSE,NA,NA,NA,NA,NA,NA,5,TRUE,4,2,3,FALSE,TRUE,2,97,97,4,0,0,0,0,0,0,2,1,7,2005,2012,3,TRUE,TRUE,FALSE,TRUE,NA,NA,TRUE,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,7,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,TRUE,20141918
NA,NA,NA,4,0.475646203808393,22,0,NA,NA,TRUE,16,NA,4.5,NA,NA,1,4.85714285714286,0,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,46,450,590,2,46,1,0,NA,NA,NA,NA,NA,1,1,0,4,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,1,NA,1,TRUE,TRUE,1,3,1,12,0,0,0,0,0,0,3,3,1,2008,2008,6,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,2,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,TRUE,7,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,TRUE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,FALSE,2014,FALSE,20141919
NA,NA,NA,2,0.174987001861963,37,1,NA,NA,TRUE,16,5.09999990463257,12.0000004768372,17.1000003814697,NA,0,25.1428571428571,1,2,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.28571428571429,1,36,441,483,2,50,1,0,NA,NA,NA,NA,NA,1,1,1,6,TRUE,0,0,1,0,FALSE,FALSE,11,TRUE,1,NA,3,FALSE,TRUE,2,3,3,13,0,0,0,0,0,0,1,1,2,1993,1993,22,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,3,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,1,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,FALSE,20141920
NA,NA,NA,2,0.141522812172922,19,0,NA,NA,TRUE,13,8,NA,NA,NA,0,71,0,4,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,40,288,320,2,40,NA,0,NA,NA,NA,NA,NA,1,0,1,2,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,4,2,3,FALSE,TRUE,1,3,3,9,1,1,1,0,0,0,2,2,2,2008,2012,3,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,TRUE,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,2014,FALSE,20141921
NA,NA,NA,1,0.0341307732227497,20,0,NA,NA,NA,NA,8,NA,NA,NA,0,0.285714285714286,0,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,24,186,220,2,24,NA,1,0,0,0,1,0,7,7,1,2,TRUE,0,0,1,0,FALSE,FALSE,10,TRUE,1,NA,3,TRUE,TRUE,1,1,1,12,0,0,1,0,0,0,4,4,1,NA,2008,5,TRUE,NA,NA,NA,40,320,TRUE,1,FALSE,FALSE,NA,NA,NA,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,8,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,2014,FALSE,20141922
NA,NA,NA,1,0.726757979621535,23,1,NA,NA,NA,NA,8,NA,NA,NA,0,13.5714285714286,1,3,TRUE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,45,320,360,2,45,NA,0,NA,NA,NA,NA,NA,7,7,7,1,TRUE,NA,NA,NA,NA,NA,NA,12,TRUE,1,NA,3,TRUE,TRUE,2,1,1,12,0,0,0,0,0,0,4,4,1,NA,2006,8,FALSE,NA,NA,NA,NA,NA,TRUE,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,FALSE,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,FALSE,2014,FALSE,20141923
NA,NA,NA,4,4.31955819741573,40,0,NA,NA,TRUE,30,NA,10.7142857142857,NA,NA,0,5.14285714285714,0,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,45,405,450,2,45,1,0,NA,NA,NA,NA,NA,1,0,0,3,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,4,1,3,FALSE,TRUE,1,3,3,6,0,0,0,0,0,0,2,2,2,2004,2004,10,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,NA,7,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,2014,FALSE,20141924
NA,NA,NA,1,0.266852400786054,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42857142857143,1,2,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,30,240,NA,3,25,NA,0,NA,NA,NA,NA,NA,0,7,0,7,FALSE,NA,NA,NA,NA,NA,NA,11,TRUE,NA,NA,3,TRUE,TRUE,2,1,1,13,0,0,0,0,1,0,4,4,7,NA,1978,14,TRUE,NA,NA,NA,30,480,TRUE,4,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,97,FALSE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,FALSE,2014,FALSE,20141925
NA,NA,NA,2,0.430365069187916,47,1,NA,NA,TRUE,18,10,NA,NA,NA,0,26.4285714285714,1,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.14285714285714,1,50,920,1080,3,108,NA,1,0,0,0,1,0,1,1,1,25,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,1,NA,3,TRUE,TRUE,2,3,3,2,0,0,0,0,0,0,1,1,1,1985,1985,30,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2014,FALSE,20141926
NA,NA,NA,4,2.98084962630651,24,1,NA,NA,TRUE,14,9.25,NA,NA,NA,0,2.57142857142857,1,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,31,299,323.75,2,35,NA,0,NA,NA,NA,NA,NA,7,7,0,1,TRUE,NA,NA,NA,NA,NA,NA,12,TRUE,1,NA,3,FALSE,TRUE,3,3,3,6,0,0,0,0,0,0,2,1,2,2003,2003,11,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,2014,FALSE,20141927
NA,NA,NA,2,0.5158428417448,31,1,NA,NA,TRUE,20,9.25,NA,NA,NA,0,32.5714285714286,1,4,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12.4285714285714,1,38,300,350,2,38,NA,0,NA,NA,NA,NA,NA,7,7,1,1,TRUE,NA,NA,NA,NA,NA,NA,12,TRUE,1,NA,3,TRUE,TRUE,2,3,1,12,1,1,0,0,0,0,2,2,2,2002,2013,1,TRUE,TRUE,TRUE,TRUE,NA,NA,FALSE,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,1,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,FALSE,20141928
NA,NA,NA,4,0.134102683494849,27,1,NA,NA,TRUE,16,8,NA,NA,NA,0,NA,1,3,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,40,510,640,3,80,NA,1,1,0,0,0,0,1,7,0,8,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,1,NA,3,FALSE,TRUE,2,3,3,3,0,0,0,0,0,0,1,1,2,2003,2003,12,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2014,FALSE,20141929
NA,NA,NA,2,0.193203216519866,45,1,NA,NA,TRUE,23,9.5,NA,NA,NA,0,6.28571428571429,1,4,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,30,255,285,2,30,NA,0,NA,NA,NA,NA,NA,1,1,1,18,TRUE,0,0,0,0,FALSE,TRUE,12,TRUE,1,NA,3,TRUE,TRUE,2,3,3,6,1,0,0,0,0,0,2,1,2,1991,1994,19,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,TRUE,FALSE,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,2014,FALSE,20141930
